wo_num,item_name,ord_qty,release_sim,due_sim,start_sim,finish_sim,lead_time,tardy,tardiness
WO-02734,ITEM-02230,20,2.0,30.0,2.0,4.178125,2.1781249999999996,False,0.0
WO-00736,ITEM-00777,10,1.0,15.0,1.0,7.1671875,6.1671875,False,0.0
WO-01115,ITEM-00573,1,2.0,17.0,2.0,7.34375,5.34375,False,0.0
WO-00665,ITEM-00727,50,1.0,29.0,1.0,8.463194444444447,7.463194444444447,False,0.0
WO-01476,ITEM-01352,30,2.0,23.0,2.0,9.167013888888889,7.167013888888889,False,0.0
WO-00159,ITEM-00194,9,2.0,51.0,2.0,9.609895833333333,7.609895833333333,False,0.0
WO-00466,ITEM-00522,29,2.0,30.0,2.0,9.615416666666667,7.6154166666666665,False,0.0
WO-02943,ITEM-02343,9,8.0,29.0,8.0,10.03125,2.03125,False,0.0
WO-00467,ITEM-00525,100,1.0,29.0,1.0,10.428888888888888,9.428888888888888,False,0.0
WO-02512,ITEM-02154,13,1.0,36.0,1.0,10.492013888888888,9.492013888888888,False,0.0
WO-00404,ITEM-00459,6,2.0,30.0,2.0,10.647222222222226,8.647222222222226,False,0.0
WO-00354,ITEM-00390,7,5.0,19.0,5.0,11.160243055555554,6.160243055555554,False,0.0
WO-00339,ITEM-00371,10,1.0,15.0,1.0,11.1703125,10.1703125,False,0.0
WO-01353,ITEM-01287,5,1.0,15.0,1.0,11.191319444444444,10.191319444444444,False,0.0
WO-01022,ITEM-00993,6,1.0,15.0,1.0,11.219270833333333,10.219270833333333,False,0.0
WO-00724,ITEM-00522,32,5.0,33.0,5.0,11.72923611111111,6.72923611111111,False,0.0
WO-00802,ITEM-00831,7,1.0,13.0,1.0,12.0,11.0,False,0.0
WO-02349,ITEM-02027,100,5.0,61.0,5.0,12.0,7.0,False,0.0
WO-00116,ITEM-00158,51,1.0,16.0,1.0,14.03125,13.03125,False,0.0
WO-01719,ITEM-01549,20,1.0,43.0,1.0,14.052083333333334,13.052083333333334,False,0.0
WO-01039,ITEM-00867,7,1.0,50.0,1.0,14.104166666666666,13.104166666666666,False,0.0
WO-01040,ITEM-00554,7,1.0,50.0,1.0,14.104166666666666,13.104166666666666,False,0.0
WO-00603,ITEM-00173,10,6.0,27.0,6.0,14.316493055555554,8.316493055555554,False,0.0
WO-00846,ITEM-00862,10,6.0,27.0,6.0,14.567881944444444,8.567881944444444,False,0.0
WO-02439,ITEM-01103,40,1.0,36.0,1.0,14.567881944444444,13.567881944444444,False,0.0
WO-00604,ITEM-00663,3,6.0,20.0,6.0,14.608229166666666,8.608229166666666,False,0.0
WO-00799,ITEM-00828,6,6.0,27.0,6.0,14.608229166666666,8.608229166666666,False,0.0
WO-00867,ITEM-00879,128,2.0,44.0,2.0,14.633159722222222,12.633159722222222,False,0.0
WO-00800,ITEM-00829,6,6.0,27.0,6.0,14.665798611111112,8.665798611111112,False,0.0
WO-00332,ITEM-00363,3,9.0,23.0,9.0,14.699305555555554,5.699305555555554,False,0.0
WO-00122,ITEM-00162,75,5.0,40.0,5.0,14.837152777777776,9.837152777777776,False,0.0
WO-03158,ITEM-02435,27,1.0,50.0,1.0,14.889062499999998,13.889062499999998,False,0.0
WO-03246,ITEM-02254,100,8.0,36.0,8.0,14.911631944444444,6.911631944444444,False,0.0
WO-00751,ITEM-00793,16,1.0,50.0,1.0,15.194340277777778,14.194340277777778,False,0.0
WO-01804,ITEM-01627,80,2.0,44.0,2.0,15.29947916666667,13.29947916666667,False,0.0
WO-01318,ITEM-01259,10,9.0,30.0,9.0,15.647222222222222,6.647222222222222,False,0.0
WO-00477,ITEM-00546,10,9.0,30.0,9.0,15.708333333333332,6.708333333333332,False,0.0
WO-00394,ITEM-00162,75,7.0,56.0,7.0,15.730208333333332,8.730208333333332,False,0.0
WO-01697,ITEM-00160,96,6.0,41.0,6.0,16.033305555555554,10.033305555555554,False,0.0
WO-00661,ITEM-00724,5,1.0,50.0,1.0,16.100277777777777,15.100277777777777,False,0.0
WO-00492,ITEM-00560,6,9.0,23.0,9.0,16.179499999999997,7.179499999999997,False,0.0
WO-01771,ITEM-01590,100,5.0,61.0,5.0,16.179499999999997,11.179499999999997,False,0.0
WO-01351,ITEM-00569,20,2.0,58.0,2.0,16.422569444444445,14.422569444444445,False,0.0
WO-00457,ITEM-00506,12,6.0,27.0,6.0,16.446513888888887,10.446513888888887,False,0.0
WO-00605,ITEM-00664,12,6.0,27.0,6.0,16.446513888888887,10.446513888888887,False,0.0
WO-00606,ITEM-00665,12,6.0,27.0,6.0,16.497208333333333,10.497208333333333,False,0.0
WO-00780,ITEM-00678,6,1.0,85.0,1.0,16.901479166666668,15.901479166666668,False,0.0
WO-01155,ITEM-01102,30,7.0,63.0,7.0,16.901479166666668,9.901479166666668,False,0.0
WO-00893,ITEM-00901,50,9.0,58.0,9.0,17.203805555555554,8.203805555555554,False,0.0
WO-00881,ITEM-00891,50,9.0,58.0,9.0,17.861201388888887,8.861201388888887,False,0.0
WO-02067,ITEM-01792,63,12.0,19.0,12.0,18.09375,6.09375,False,0.0
WO-00676,ITEM-00733,23,2.0,58.0,2.0,18.151909722222225,16.151909722222225,False,0.0
WO-01113,ITEM-01051,10,8.0,22.0,8.0,18.232506944444445,10.232506944444445,False,0.0
WO-02969,ITEM-00846,11,14.0,28.0,14.0,18.29880277777778,4.29880277777778,False,0.0
WO-01417,ITEM-00846,16,14.0,28.0,14.0,18.316409722222225,4.316409722222225,False,0.0
WO-03444,ITEM-02533,12,2.0,51.0,2.0,18.446354166666666,16.446354166666666,False,0.0
WO-00487,ITEM-00556,10,9.0,23.0,9.0,18.452944444444437,9.452944444444437,False,0.0
WO-02448,ITEM-01182,3,1.0,71.0,1.0,18.56319444444444,17.56319444444444,False,0.0
WO-00969,ITEM-00621,186,12.0,54.0,12.0,18.8090625,6.8090625,False,0.0
WO-02264,ITEM-01768,5,9.0,65.0,9.0,19.0,10.0,False,0.0
WO-00113,ITEM-00156,48,8.0,57.0,8.0,19.0,11.0,False,0.0
WO-02995,ITEM-00224,3,9.0,58.0,9.0,19.0,10.0,False,0.0
WO-01811,ITEM-01368,60,7.0,63.0,7.0,19.0,12.0,False,0.0
WO-01622,ITEM-01402,35,7.0,63.0,7.0,19.0,12.0,False,0.0
WO-00853,ITEM-00175,30,1.0,43.0,1.0,21.03125,20.03125,False,0.0
WO-00486,ITEM-00555,10,2.0,73.0,2.0,21.031423611111112,19.031423611111112,False,0.0
WO-00826,ITEM-00846,11,16.0,30.0,16.0,21.031597222222224,5.031597222222224,False,0.0
WO-02541,ITEM-01524,10,16.0,30.0,16.0,21.031597222222224,5.031597222222224,False,0.0
WO-00424,ITEM-00475,26,7.0,42.0,7.0,21.031770833333336,14.031770833333336,False,0.0
WO-00341,ITEM-00372,15,7.0,49.0,7.0,21.03576388888889,14.03576388888889,False,0.0
WO-00257,ITEM-00277,40,7.0,49.0,7.0,21.035937500000003,14.035937500000003,False,0.0
WO-01081,ITEM-01030,353,8.0,43.0,8.0,21.041666666666668,13.041666666666668,False,0.0
WO-01316,ITEM-01093,8,1.0,43.0,1.0,21.041666666666668,20.041666666666668,False,0.0
WO-00476,ITEM-00545,8,1.0,43.0,1.0,21.041666666666668,20.041666666666668,False,0.0
WO-01442,ITEM-00556,9,12.0,26.0,12.0,21.04184027777778,9.04184027777778,False,0.0
WO-00310,ITEM-00330,10,1.0,43.0,1.0,21.042187500000004,20.042187500000004,False,0.0
WO-00390,ITEM-00427,5,5.0,89.0,5.0,21.045486111111114,16.045486111111114,False,0.0
WO-00687,ITEM-00738,25,5.0,40.0,5.0,21.0590625,16.0590625,False,0.0
WO-00532,ITEM-00599,30,2.0,65.0,2.0,21.062673611111112,19.062673611111112,False,0.0
WO-01300,ITEM-01064,5,14.0,28.0,14.0,21.062673611111112,7.062673611111112,False,0.0
WO-03227,ITEM-01103,40,8.0,43.0,8.0,21.062673611111112,13.062673611111112,False,0.0
WO-00998,ITEM-00691,30,2.0,65.0,2.0,21.062673611111112,19.062673611111112,False,0.0
WO-02446,ITEM-02118,100,12.0,68.0,12.0,21.062673611111112,9.062673611111112,False,0.0
WO-00781,ITEM-00690,6,1.0,85.0,1.0,21.062673611111112,20.062673611111112,False,0.0
WO-00589,ITEM-00646,5,13.0,34.0,13.0,21.10434027777778,8.10434027777778,False,0.0
WO-00232,ITEM-00258,10,2.0,44.0,2.0,21.135590277777776,19.135590277777776,False,0.0
WO-01207,ITEM-01166,15,9.0,58.0,9.0,21.177847222222223,12.177847222222223,False,0.0
WO-01733,ITEM-01566,15,9.0,58.0,9.0,21.21951388888889,12.21951388888889,False,0.0
WO-00314,ITEM-00330,10,5.0,47.0,5.0,21.260416666666668,16.260416666666668,False,0.0
WO-03571,ITEM-00160,96,12.0,47.0,12.0,21.34557638888889,9.34557638888889,False,0.0
WO-01732,ITEM-01565,15,9.0,58.0,9.0,21.427847222222223,12.427847222222223,False,0.0
WO-00973,ITEM-00960,6,14.0,70.0,14.0,21.431964444444443,7.431964444444443,False,0.0
WO-02401,ITEM-01889,5,6.0,48.0,6.0,21.707638888888887,15.707638888888887,False,0.0
WO-00336,ITEM-00366,50,8.0,36.0,8.0,21.831944444444446,13.831944444444446,False,0.0
WO-02189,ITEM-01899,8,8.0,50.0,8.0,21.915972222222223,13.915972222222223,False,0.0
WO-00924,ITEM-00865,10,9.0,51.0,9.0,21.924479166666664,12.924479166666664,False,0.0
WO-01957,ITEM-01090,40,9.0,51.0,9.0,22.011131944444443,13.011131944444443,False,0.0
WO-00405,ITEM-00463,10,15.0,36.0,15.0,22.143749999999997,7.143749999999997,False,0.0
WO-03729,ITEM-02137,15,7.0,56.0,7.0,22.203993055555554,15.203993055555554,False,0.0
WO-07245,ITEM-00732,10,9.0,51.0,9.0,22.341319444444448,13.341319444444448,False,0.0
WO-01200,ITEM-01160,63,7.0,56.0,7.0,22.422916666666666,15.422916666666666,False,0.0
WO-00518,ITEM-00588,5,1.0,64.0,1.0,22.425729166666667,21.425729166666667,False,0.0
WO-01867,ITEM-01160,63,7.0,56.0,7.0,22.522222222222222,15.522222222222222,False,0.0
WO-03966,ITEM-01458,50,6.0,55.0,6.0,22.62276388888889,16.62276388888889,False,0.0
WO-00320,ITEM-00338,10,6.0,48.0,6.0,22.661458333333336,16.661458333333336,False,0.0
WO-01348,ITEM-00863,42,5.0,54.0,5.0,22.814930555555556,17.814930555555556,False,0.0
WO-00655,ITEM-00719,50,16.0,46.0,16.0,22.831965277777783,6.831965277777783,False,0.0
WO-01657,ITEM-01460,50,5.0,61.0,5.0,23.049791666666668,18.049791666666668,False,0.0
WO-03465,ITEM-00724,5,8.0,57.0,8.0,23.0529375,15.052937499999999,False,0.0
WO-00954,ITEM-00946,15,14.0,70.0,14.0,23.067245833333338,9.067245833333338,False,0.0
WO-01160,ITEM-01107,1,9.0,16.0,9.0,23.09375,14.09375,True,7.09375
WO-00415,ITEM-00468,20,1.0,50.0,1.0,23.10885416666667,22.10885416666667,False,0.0
WO-00850,ITEM-00469,20,6.0,55.0,6.0,23.10885416666667,17.10885416666667,False,0.0
WO-01052,ITEM-01009,5,1.0,64.0,1.0,23.111458333333335,22.111458333333335,False,0.0
WO-01415,ITEM-00688,3,12.0,61.0,12.0,23.166666666666668,11.166666666666668,False,0.0
WO-01208,ITEM-01167,15,9.0,58.0,9.0,23.198680555555555,14.198680555555555,False,0.0
WO-03744,ITEM-02131,10,16.0,44.0,16.0,23.19998611111111,7.199986111111109,False,0.0
WO-01734,ITEM-01567,15,9.0,58.0,9.0,23.209097222222223,14.209097222222223,False,0.0
WO-01088,ITEM-00258,10,7.0,49.0,7.0,23.229340277777776,16.229340277777776,False,0.0
WO-00833,ITEM-00851,10,2.0,58.0,2.0,23.254166666666666,21.254166666666666,False,0.0
WO-00832,ITEM-00850,10,2.0,58.0,2.0,23.2571875,21.2571875,False,0.0
WO-02341,ITEM-01088,10,9.0,58.0,9.0,23.257708333333333,14.257708333333333,False,0.0
WO-03360,ITEM-01575,10,9.0,58.0,9.0,23.258472222222224,14.258472222222224,False,0.0
WO-03847,ITEM-02002,15,9.0,58.0,9.0,23.293194444444445,14.293194444444445,False,0.0
WO-00154,ITEM-00188,50,2.0,58.0,2.0,23.320993055555558,21.320993055555558,False,0.0
WO-01737,ITEM-01182,2,5.0,75.0,5.0,23.333680555555553,18.333680555555553,False,0.0
WO-03048,ITEM-01844,13,9.0,58.0,9.0,23.352916666666665,14.352916666666665,False,0.0
WO-01164,ITEM-01103,40,12.0,47.0,12.0,23.385403402777776,11.385403402777776,False,0.0
WO-01078,ITEM-00224,7,13.0,62.0,13.0,23.385403402777776,10.385403402777776,False,0.0
WO-03848,ITEM-02360,14,9.0,58.0,9.0,23.455694444444443,14.455694444444443,False,0.0
WO-00788,ITEM-00821,10,9.0,44.0,9.0,23.457291666666666,14.457291666666666,False,0.0
WO-00805,ITEM-00507,15,7.0,70.0,7.0,23.66736111111111,16.66736111111111,False,0.0
WO-03791,ITEM-01768,5,16.0,72.0,16.0,23.74047222222222,7.74047222222222,False,0.0
WO-01423,ITEM-01325,10,5.0,47.0,5.0,23.77379229166666,18.77379229166666,False,0.0
WO-00050,ITEM-00090,12,0.0,77.0,0.0,23.847555555555555,23.847555555555555,False,0.0
WO-02157,ITEM-01871,12,9.0,51.0,9.0,23.862659722222222,14.862659722222222,False,0.0
WO-01000,ITEM-00978,12,12.0,54.0,12.0,23.970180555555558,11.970180555555558,False,0.0
WO-00894,ITEM-00901,50,16.0,65.0,16.0,24.218736111111106,8.218736111111106,False,0.0
WO-00713,ITEM-00194,25,16.0,65.0,16.0,24.484569444444443,8.484569444444443,False,0.0
WO-00213,ITEM-00240,100,9.0,59.0,9.0,24.68420138888889,15.68420138888889,False,0.0
WO-00214,ITEM-00240,100,9.0,59.0,9.0,24.68420138888889,15.68420138888889,False,0.0
WO-00868,ITEM-00882,12,5.0,47.0,5.0,24.90800694444445,19.90800694444445,False,0.0
WO-01075,ITEM-01023,12,6.0,55.0,6.0,24.95488194444444,18.95488194444444,False,0.0
WO-00471,ITEM-00530,10,2.0,58.0,2.0,25.060729166666665,23.060729166666665,False,0.0
WO-00599,ITEM-00658,1,23.0,51.0,23.0,25.11579861111111,2.11579861111111,False,0.0
WO-00601,ITEM-00660,2,23.0,51.0,23.0,25.12309027777778,2.1230902777777807,False,0.0
WO-00600,ITEM-00659,4,23.0,51.0,23.0,25.171006944444443,2.171006944444443,False,0.0
WO-01843,ITEM-01656,5,23.0,51.0,23.0,25.21440972222222,2.2144097222222214,False,0.0
WO-03096,ITEM-01740,30,9.0,58.0,9.0,25.35493055555556,16.35493055555556,False,0.0
WO-01080,ITEM-00038,18,20.0,48.0,20.0,25.525428472222217,5.525428472222217,False,0.0
WO-00730,ITEM-00493,24,8.0,43.0,8.0,25.720486111111114,17.720486111111114,False,0.0
WO-01215,ITEM-01182,1,9.0,79.0,9.0,25.77307638888889,16.77307638888889,False,0.0
WO-00974,ITEM-00961,15,9.0,44.0,9.0,25.848249999999997,16.848249999999997,False,0.0
WO-02143,ITEM-01236,6,16.0,51.0,16.0,26.0,10.0,False,0.0
WO-00552,ITEM-00620,8,15.0,36.0,15.0,26.0,11.0,False,0.0
WO-00931,ITEM-00567,10,8.0,50.0,8.0,26.0,18.0,False,0.0
WO-01287,ITEM-01236,6,16.0,51.0,16.0,26.0,10.0,False,0.0
WO-02144,ITEM-01236,6,16.0,51.0,16.0,26.0,10.0,False,0.0
WO-01717,ITEM-01544,209,12.0,68.0,12.0,26.0,14.0,False,0.0
WO-00952,ITEM-00944,10,19.0,75.0,19.0,26.0,7.0,False,0.0
WO-00908,ITEM-00852,15,1.0,50.0,1.0,28.0,27.0,False,0.0
WO-00872,ITEM-00887,10,13.0,55.0,13.0,28.0,15.0,False,0.0
WO-00815,ITEM-00835,5,22.0,29.0,22.0,28.0,6.0,False,0.0
WO-01025,ITEM-00998,8,8.0,50.0,8.0,28.0,20.0,False,0.0
WO-03411,ITEM-00296,10,8.0,57.0,8.0,28.0,20.0,False,0.0
WO-01055,ITEM-01011,10,13.0,55.0,13.0,28.0,15.0,False,0.0
WO-00207,ITEM-00130,12,8.0,64.0,8.0,28.0,20.0,False,0.0
WO-02850,ITEM-02287,24,9.0,98.0,9.0,28.0,19.0,False,0.0
WO-00538,ITEM-00611,10,19.0,61.0,19.0,28.03125,9.03125,False,0.0
WO-00248,ITEM-00158,30,16.0,44.0,16.0,28.03125,12.03125,False,0.0
WO-01062,ITEM-00175,30,6.0,48.0,6.0,28.03125,22.03125,False,0.0
WO-03663,ITEM-01764,14,14.0,70.0,14.0,28.03125,14.03125,False,0.0
WO-00807,ITEM-00507,10,14.0,77.0,14.0,28.03125,14.03125,False,0.0
WO-00069,ITEM-00119,22,9.0,86.0,9.0,28.03125,19.03125,False,0.0
WO-03066,ITEM-00584,22,9.0,86.0,9.0,28.03125,19.03125,False,0.0
WO-00388,ITEM-00426,5,5.0,89.0,5.0,28.03125,23.03125,False,0.0
WO-03570,ITEM-02595,30,5.0,89.0,5.0,28.03125,23.03125,False,0.0
WO-00352,ITEM-00386,12,7.0,91.0,7.0,28.03125,21.03125,False,0.0
WO-00353,ITEM-00387,12,7.0,91.0,7.0,28.03125,21.03125,False,0.0
WO-00617,ITEM-00674,5,9.0,93.0,9.0,28.03125,19.03125,False,0.0
WO-00616,ITEM-00673,10,9.0,93.0,9.0,28.03125,19.03125,False,0.0
WO-01786,ITEM-01500,90,5.0,96.0,5.0,28.03125,23.03125,False,0.0
WO-01692,ITEM-01500,100,5.0,96.0,5.0,28.03125,23.03125,False,0.0
WO-01150,ITEM-01094,51,22.0,100.0,22.0,28.03125,6.03125,False,0.0
WO-00103,ITEM-00151,20,9.0,51.0,9.0,28.031423611111112,19.031423611111112,False,0.0
WO-03916,ITEM-02227,12,13.0,71.0,13.0,28.031423611111112,15.031423611111112,False,0.0
WO-00350,ITEM-00385,11,9.0,51.0,9.0,28.041666666666668,19.041666666666668,False,0.0
WO-03337,ITEM-01162,50,15.0,36.0,15.0,28.072916666666668,13.072916666666668,False,0.0
WO-00231,ITEM-00257,10,9.0,51.0,9.0,28.104166666666668,19.104166666666668,False,0.0
WO-00659,ITEM-00722,5,14.0,35.0,14.0,28.10434027777778,14.10434027777778,False,0.0
WO-03012,ITEM-00192,4,5.0,89.0,5.0,28.10434027777778,23.10434027777778,False,0.0
WO-03567,ITEM-01870,28,19.0,47.0,19.0,28.145833333333336,9.145833333333336,False,0.0
WO-00364,ITEM-00404,20,14.0,63.0,14.0,28.146006944444448,14.146006944444448,False,0.0
WO-03635,ITEM-01097,4,5.0,61.0,5.0,28.169791666666665,23.169791666666665,False,0.0
WO-02151,ITEM-00103,32,21.0,56.0,21.0,28.174131944444444,7.174131944444444,False,0.0
WO-03098,ITEM-00413,80,2.0,86.0,2.0,28.20295138888889,26.20295138888889,False,0.0
WO-01720,ITEM-01550,80,14.0,56.0,14.0,28.236458333333335,14.236458333333335,False,0.0
WO-00331,ITEM-00357,15,12.0,54.0,12.0,28.271006944444444,16.271006944444444,False,0.0
WO-00701,ITEM-00576,32,7.0,98.0,7.0,28.282812500000006,21.282812500000006,False,0.0
WO-00702,ITEM-00576,32,7.0,98.0,7.0,28.282812500000006,21.282812500000006,False,0.0
WO-00351,ITEM-00327,48,9.0,117.0,9.0,28.34479166666667,19.34479166666667,False,0.0
WO-00825,ITEM-00844,6,19.0,61.0,19.0,28.34479166666667,9.34479166666667,False,0.0
WO-01213,ITEM-00160,96,19.0,54.0,19.0,28.50134027777778,9.501340277777778,False,0.0
WO-02166,ITEM-01879,6,20.0,48.0,20.0,28.616631944444443,8.616631944444443,False,0.0
WO-02013,ITEM-01229,54,15.0,50.0,15.0,28.653187499999998,13.653187499999998,False,0.0
WO-02211,ITEM-01921,20,16.0,58.0,16.0,28.6609375,12.6609375,False,0.0
WO-01805,ITEM-01305,40,16.0,58.0,16.0,28.667381944444443,12.667381944444443,False,0.0
WO-01396,ITEM-00214,2,2.0,58.0,2.0,28.681270833333336,26.681270833333336,False,0.0
WO-02536,ITEM-00103,18,22.0,57.0,22.0,28.711701388888887,6.711701388888887,False,0.0
WO-01768,ITEM-01589,20,16.0,58.0,16.0,28.77204861111111,12.77204861111111,False,0.0
WO-00967,ITEM-00955,10,16.0,58.0,16.0,28.842881944444446,12.842881944444446,False,0.0
WO-00857,ITEM-00866,43,15.0,64.0,15.0,28.946027777777775,13.946027777777775,False,0.0
WO-03797,ITEM-01299,25,15.0,64.0,15.0,29.118597222222228,14.118597222222228,False,0.0
WO-02009,ITEM-01650,24,16.0,58.0,16.0,29.508354166666667,13.508354166666667,False,0.0
WO-03701,ITEM-01100,50,13.0,62.0,13.0,29.54724305555556,16.54724305555556,False,0.0
WO-02415,ITEM-01259,10,22.0,43.0,22.0,29.647222222222222,7.647222222222222,False,0.0
WO-03975,ITEM-01675,100,16.0,58.0,16.0,29.674305555555556,13.674305555555556,False,0.0
WO-00970,ITEM-00957,25,15.0,64.0,15.0,29.81115277777778,14.811152777777782,False,0.0
WO-03928,ITEM-02596,20,16.0,58.0,16.0,29.840451388888887,13.840451388888887,False,0.0
WO-00680,ITEM-00511,12,9.0,58.0,9.0,30.03125,21.03125,False,0.0
WO-03967,ITEM-01640,30,15.0,64.0,15.0,30.061347222222228,15.061347222222228,False,0.0
WO-00849,ITEM-00468,20,8.0,57.0,8.0,30.0625,22.0625,False,0.0
WO-00671,ITEM-00469,20,12.0,61.0,12.0,30.0625,18.0625,False,0.0
WO-00498,ITEM-00332,20,5.0,61.0,5.0,30.0625,25.0625,False,0.0
WO-01034,ITEM-00332,20,5.0,61.0,5.0,30.0625,25.0625,False,0.0
WO-00496,ITEM-00469,20,13.0,62.0,13.0,30.0625,17.0625,False,0.0
WO-00093,ITEM-00146,16,6.0,62.0,6.0,30.0625,24.0625,False,0.0
WO-00586,ITEM-00643,10,8.0,50.0,8.0,30.062673611111112,22.062673611111112,False,0.0
WO-01056,ITEM-01009,5,8.0,71.0,8.0,30.066145833333334,22.066145833333334,False,0.0
WO-00647,ITEM-00433,13,15.0,36.0,15.0,30.125173611111112,15.125173611111112,False,0.0
WO-01790,ITEM-01622,215,16.0,59.0,16.0,30.12795138888889,14.127951388888889,False,0.0
WO-00783,ITEM-00819,7,15.0,64.0,15.0,30.135416666666668,15.135416666666668,False,0.0
WO-02419,ITEM-01191,30,14.0,70.0,14.0,30.145833333333336,16.145833333333336,False,0.0
WO-00557,ITEM-00622,5,15.0,99.0,15.0,30.156597222222224,15.156597222222224,False,0.0
WO-01441,ITEM-01335,10,22.0,50.0,22.0,30.19197916666667,8.19197916666667,False,0.0
WO-02465,ITEM-02131,10,23.0,51.0,23.0,30.194583333333327,7.194583333333327,False,0.0
WO-00803,ITEM-00025,30,5.0,68.0,5.0,30.207555555555555,25.207555555555555,False,0.0
WO-02310,ITEM-01993,35,26.0,47.0,26.0,30.210069444444446,4.210069444444446,False,0.0
WO-03898,ITEM-01087,16,16.0,65.0,16.0,30.21465277777778,14.21465277777778,False,0.0
WO-03743,ITEM-02131,10,23.0,51.0,23.0,30.215993055555554,7.215993055555554,False,0.0
WO-01089,ITEM-00258,10,14.0,56.0,14.0,30.22934027777778,16.22934027777778,False,0.0
WO-01042,ITEM-00194,25,21.0,70.0,21.0,30.233506944444443,9.233506944444443,False,0.0
WO-03699,ITEM-02619,11,13.0,69.0,13.0,30.246180555555554,17.246180555555554,False,0.0
WO-00588,ITEM-00645,10,20.0,41.0,20.0,30.29666666666667,10.29666666666667,False,0.0
WO-00464,ITEM-00521,75,16.0,65.0,16.0,30.388020833333332,14.388020833333332,False,0.0
WO-01342,ITEM-00469,20,14.0,63.0,14.0,30.388020833333332,16.388020833333332,False,0.0
WO-02470,ITEM-01136,15,13.0,62.0,13.0,30.414256944444443,17.414256944444443,False,0.0
WO-00841,ITEM-00799,30,5.0,68.0,5.0,30.419778402777776,25.419778402777776,False,0.0
WO-00753,ITEM-00795,50,20.0,69.0,20.0,30.422826388888886,10.422826388888886,False,0.0
WO-02226,ITEM-01930,60,16.0,58.0,16.0,30.523631944444446,14.523631944444446,False,0.0
WO-02076,ITEM-01802,8,26.0,61.0,26.0,30.677277777777764,4.677277777777764,False,0.0
WO-00343,ITEM-00377,16,14.0,77.0,14.0,30.683527777777776,16.683527777777776,False,0.0
WO-03250,ITEM-01917,25,22.0,57.0,22.0,30.817499999999995,8.817499999999995,False,0.0
WO-00177,ITEM-00224,7,20.0,69.0,20.0,30.84819444444443,10.848194444444431,False,0.0
WO-00844,ITEM-00861,6,21.0,63.0,21.0,30.924618055555555,9.924618055555555,False,0.0
WO-00160,ITEM-00199,15,14.0,91.0,14.0,30.924618055555555,16.924618055555555,False,0.0
WO-03746,ITEM-02633,15,16.0,65.0,16.0,30.94394444444444,14.94394444444444,False,0.0
WO-00449,ITEM-00495,10,12.0,96.0,12.0,30.98611868055555,18.98611868055555,False,0.0
WO-00021,ITEM-00048,10,8.0,121.0,8.0,30.98611868055555,22.98611868055555,False,0.0
WO-00038,ITEM-00048,10,8.0,121.0,8.0,30.98611868055555,22.98611868055555,False,0.0
WO-00677,ITEM-00733,24,14.0,70.0,14.0,31.152777777777782,17.152777777777782,False,0.0
WO-00017,ITEM-00038,20,26.0,54.0,26.0,31.674673611111096,5.674673611111096,False,0.0
WO-03792,ITEM-02643,39,30.0,51.0,30.0,32.03125,2.03125,False,0.0
WO-02245,ITEM-01941,1,19.0,61.0,19.0,32.34429166666666,13.344291666666663,False,0.0
WO-02345,ITEM-01334,30,16.0,65.0,16.0,32.354930555555555,16.354930555555555,False,0.0
WO-01652,ITEM-01453,12,26.0,54.0,26.0,32.71595833333331,6.715958333333312,False,0.0
WO-00594,ITEM-00649,5,12.0,96.0,12.0,33.0,21.0,False,0.0
WO-03469,ITEM-02540,31,26.0,54.0,26.0,33.0,7.0,False,0.0
WO-00121,ITEM-00160,144,22.0,57.0,22.0,33.0,11.0,False,0.0
WO-00531,ITEM-00598,1,23.0,72.0,23.0,33.0,10.0,False,0.0
WO-00756,ITEM-00598,2,23.0,72.0,23.0,33.0,10.0,False,0.0
WO-01005,ITEM-00598,2,23.0,72.0,23.0,33.0,10.0,False,0.0
WO-00955,ITEM-00947,6,26.0,82.0,26.0,33.0,7.0,False,0.0
WO-00956,ITEM-00948,6,26.0,82.0,26.0,33.0,7.0,False,0.0
WO-00972,ITEM-00959,6,26.0,82.0,26.0,33.0,7.0,False,0.0
WO-03272,ITEM-02482,6,26.0,82.0,26.0,33.0,7.0,False,0.0
WO-00953,ITEM-00945,5,26.0,82.0,26.0,33.0,7.0,False,0.0
WO-02254,ITEM-01771,2,28.0,84.0,28.0,33.0,5.0,False,0.0
WO-01443,ITEM-01336,10,13.0,69.0,13.0,35.0,22.0,False,0.0
WO-00834,ITEM-00852,15,9.0,58.0,9.0,35.0,26.0,False,0.0
WO-00208,ITEM-00233,12,7.0,63.0,7.0,35.0,28.0,False,0.0
WO-01424,ITEM-01188,6,29.0,43.0,29.0,35.0,6.0,False,0.0
WO-03445,ITEM-02534,11,2.0,72.0,2.0,35.0,33.0,False,0.0
WO-00980,ITEM-00923,30,13.0,55.0,13.0,35.03125,22.03125,False,0.0
WO-01852,ITEM-00158,30,23.0,44.0,23.0,35.03125,12.03125,False,0.0
WO-00990,ITEM-00923,30,13.0,55.0,13.0,35.03125,22.03125,False,0.0
WO-01670,ITEM-00507,5,21.0,84.0,21.0,35.03125,14.03125,False,0.0
WO-00819,ITEM-00507,10,21.0,84.0,21.0,35.03125,14.03125,False,0.0
WO-00020,ITEM-00037,6,8.0,85.0,8.0,35.03125,27.03125,False,0.0
WO-00097,ITEM-00118,10,15.0,99.0,15.0,35.03125,20.03125,False,0.0
